PAN_NO,TARGET_NO,CALL_TYPE,TOC,B_PARTY,LRN_NO,LRN_TSP,CALL_TIME,DURATION,FIRST_CGI,FIRST_LAT,FIRST_LON,LAST_CGI,LAST_LAT,LAST_LON,SMSC_NO,IMEI,IMSI,CALL_FWD,ROAM_NO,SW4MSCID,IN_TG,OUT_TG
PAN500436,9170000004,MO,VOICE,9170000001,5570000001,JIO,2026-10-11 17:15:00,70,CGI80010,26.88970,75.88920,CGI80010,26.88970,75.88920,919890051914,356000000000999,404450000000401,,HOME,MSC3303,TG108,TG108
PAN500194,9170000002,MO,VOICE,9170000005,5570000005,AIRTEL,2026-10-11 17:20:00,253,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG111,TG108
PAN500195,9170000002,MO,VOICE,9170000006,5570000006,BSNL,2026-10-11 17:30:00,254,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919440051914,356000000000102,404450000000102,,HOME,MSC2202,TG113,TG106
PAN500294,9170000003,SMS-MO,SMS,9300000184,5500000184,VI,2026-10-11 17:30:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919820051914,356000000000103,404450000000103,,HOME,MSC1101,TG114,TG108
PAN500196,9170000002,MO,VOICE,9170000006,5570000006,BSNL,2026-10-11 17:40:00,255,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919440051914,356000000000102,404450000000102,,HOME,MSC4404,TG112,TG103
PAN500197,9170000002,MO,VOICE,9170000006,5570000006,VI,2026-10-11 17:50:00,256,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919820051914,356000000000102,404450000000102,,HOME,MSC4404,TG109,TG113
PAN500295,9170000003,SMS-MO,SMS,9300000185,5500000185,BSNL,2026-10-11 17:55:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919440051914,356000000000103,404450000000103,,HOME,MSC3303,TG115,TG112
PAN500198,9170000002,MO,VOICE,9170000006,5570000006,JIO,2026-10-11 18:00:00,257,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919890051914,356000000000102,404450000000102,,HOME,MSC2202,TG103,TG111
PAN500437,9170000004,SMS-MO,SMS,9170000006,5570000006,BSNL,2026-10-11 18:00:00,0,CGI80009,26.92180,75.70630,CGI80009,26.92180,75.70630,919440051914,356000000000999,404450000000402,,HOME,MSC3303,TG118,TG118
PAN500199,9170000002,MO,VOICE,9170000006,5570000006,JIO,2026-10-11 18:10:00,258,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919890051914,356000000000102,404450000000102,,HOME,MSC3303,TG115,TG104
PAN500200,9170000002,MO,VOICE,9170000006,5570000006,AIRTEL,2026-10-11 18:20:00,259,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919810051914,356000000000102,404450000000102,,HOME,MSC2202,TG109,TG106
PAN500201,9170000002,MO,VOICE,9170000007,5570000007,VI,2026-10-11 18:30:00,260,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919820051914,356000000000102,404450000000102,,HOME,MSC4404,TG112,TG110
PAN500202,9170000002,MO,VOICE,9170000007,5570000007,AIRTEL,2026-10-11 18:40:00,261,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000102,404450000000102,,HOME,MSC2202,TG109,TG110
PAN500438,9170000004,MO,VOICE,9170000007,5570000007,AIRTEL,2026-10-11 18:45:00,72,CGI80010,26.88970,75.88920,CGI80010,26.88970,75.88920,919810051914,356000000000999,404450000000403,,HOME,MSC1101,TG103,TG107
PAN500203,9170000002,MO,VOICE,9170000007,5570000007,AIRTEL,2026-10-11 18:50:00,262,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG112,TG102
PAN500204,9170000002,MO,VOICE,9170000007,5570000007,VI,2026-10-11 19:00:00,263,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919820051914,356000000000102,404450000000102,,HOME,MSC1101,TG108,TG115
PAN500469,9170000005,MT,VOICE,9170000004,5570000004,JIO,2026-10-11 19:08:00,98,CGI80012,26.81230,75.73550,CGI80012,26.81230,75.73550,919890051914,356000000000105,404450000000105,,HOME,MSC3303,TG107,TG107
PAN500205,9170000002,MO,VOICE,9170000007,5570000007,BSNL,2026-10-11 19:10:00,264,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919440051914,356000000000102,404450000000102,,HOME,MSC4404,TG108,TG106
PAN500439,9170000004,MO,VOICE,9170000008,5570000008,JIO,2026-10-11 19:30:00,73,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919890051914,356000000000999,404450000000404,,HOME,MSC2202,TG111,TG108
PAN500349,9170000001,MO,VOICE,9170000004,5570000004,BSNL,2026-10-11 19:50:00,300,CGI90001,26.91570,75.79140,CGI99001,28.61390,77.20900,919440051914,356000000000101,404450000000101,,DELHI,MSC4404,TG114,TG116
PAN500477,9170000006,MT,VOICE,9170000004,5570000004,JIO,2026-10-11 19:52:00,75,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919890051914,356000000000999,404450000000501,,DELHI,MSC2202,TG103,TG108
PAN500482,9170000007,MT,VOICE,9170000004,5570000004,VI,2026-10-11 19:55:00,75,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919820051914,356000000000999,404450000000502,,DELHI,MSC4404,TG112,TG105
PAN500350,9170000001,MO,VOICE,9899999001,5599999001,BSNL,2026-10-11 19:58:00,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919440051914,356000000000101,404450000000101,,DELHI,MSC3303,TG105,TG103
PAN500487,9170000008,MT,VOICE,9170000004,5570000004,BSNL,2026-10-11 19:58:00,75,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919440051914,356000000000999,404450000000503,,DELHI,MSC4404,TG101,TG115
PAN500351,9170000001,MO,VOICE,9899999001,5599999001,BSNL,2026-10-11 19:58:22,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919440051914,356000000000101,404450000000101,,DELHI,MSC2202,TG101,TG107
PAN500352,9170000001,MO,VOICE,9899999001,5599999001,AIRTEL,2026-10-11 19:58:44,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919810051914,356000000000101,404450000000101,,DELHI,MSC4404,TG115,TG116
PAN500353,9170000001,MO,VOICE,9300000206,5500000206,VI,2026-10-11 19:59:06,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919820051914,356000000000101,404450000000101,,DELHI,MSC3303,TG116,TG115
PAN500354,9170000001,MO,VOICE,9300000207,5500000207,VI,2026-10-11 19:59:28,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919820051914,356000000000101,404450000000101,,DELHI,MSC2202,TG108,TG109
PAN500355,9170000001,MO,VOICE,9300000208,5500000208,AIRTEL,2026-10-11 19:59:50,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919810051914,356000000009101,404450000009101,,DELHI,MSC2202,TG109,TG108
PAN500356,9170000001,MO,VOICE,9300000209,5500000209,VI,2026-10-11 20:00:12,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919820051914,356000000009101,404450000009101,9876500000,DELHI,MSC2202,TG106,TG104
PAN500357,9170000001,MO,VOICE,9300000210,5500000210,VI,2026-10-11 20:00:34,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919820051914,356000000009101,404450000009101,9876500000,DELHI,MSC2202,TG114,TG103
PAN500358,9170000001,MO,VOICE,9300000211,5500000211,BSNL,2026-10-11 20:00:56,5,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919440051914,356000000009101,404450000009101,9876500000,DELHI,MSC1101,TG103,TG113
PAN500359,9170000001,MO,VOICE,9300000212,5500000212,BSNL,2026-10-11 20:01:18,5,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919440051914,356000000009101,404450000009101,,DELHI,MSC3303,TG109,TG120
PAN500360,9170000001,MO,VOICE,9300000213,5500000213,JIO,2026-10-11 20:01:40,5,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919890051914,356000000009101,404450000009101,,DELHI,MSC4404,TG102,TG105
PAN500361,9170000001,MO,VOICE,9300000214,5500000214,JIO,2026-10-11 20:02:02,5,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919890051914,356000000009101,404450000009101,,DELHI,MSC1101,TG110,TG117
PAN500362,9170000001,SMS-MO,SMS,9300000215,5500000215,AIRTEL,2026-10-11 20:05:00,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919810051914,356000000009101,404450000009101,9876500000,DELHI,MSC1101,TG101,TG105
PAN500363,9170000001,SMS-MO,SMS,9300000216,5500000216,VI,2026-10-11 20:05:18,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919820051914,356000000009101,404450000009101,9876500000,DELHI,MSC2202,TG110,TG117
PAN500364,9170000001,SMS-MO,SMS,9300000217,5500000217,VI,2026-10-11 20:05:36,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919820051914,356000000009101,404450000009101,,DELHI,MSC2202,TG107,TG120
PAN500365,9170000001,SMS-MO,SMS,9300000218,5500000218,JIO,2026-10-11 20:05:54,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919890051914,356000000009101,404450000009101,,DELHI,MSC4404,TG109,TG115
PAN500478,9170000006,SMS-MO,SMS,9170000007,5570000007,BSNL,2026-10-11 20:06:00,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919440051914,356000000000999,404450000000501,,DELHI,MSC1101,TG116,TG104
PAN500366,9170000001,SMS-MO,SMS,9300000219,5500000219,JIO,2026-10-11 20:06:12,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919890051914,356000000009101,404450000009101,,DELHI,MSC1101,TG102,TG116
PAN500367,9170000001,SMS-MO,SMS,9300000220,5500000220,AIRTEL,2026-10-11 20:06:30,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919810051914,356000000009101,404450000009101,,DELHI,MSC2202,TG118,TG108
PAN500368,9170000001,SMS-MO,SMS,9300000221,5500000221,JIO,2026-10-11 20:06:48,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919890051914,356000000009101,404450000009101,,DELHI,MSC1101,TG112,TG105
PAN500369,9170000001,SMS-MO,SMS,9300000222,5500000222,JIO,2026-10-11 20:07:06,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919890051914,356000000009101,404450000009101,,DELHI,MSC3303,TG111,TG108
PAN500370,9170000001,SMS-MO,SMS,9300000223,5500000223,JIO,2026-10-11 20:07:24,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919890051914,356000000009101,404450000009101,,DELHI,MSC3303,TG109,TG112
PAN500371,9170000001,SMS-MO,SMS,9300000224,5500000224,JIO,2026-10-11 20:07:42,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919890051914,356000000009101,404450000009101,,DELHI,MSC1101,TG114,TG113
PAN500372,9170000001,SMS-MO,SMS,9300000225,5500000225,AIRTEL,2026-10-11 20:08:00,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919810051914,356000000009101,404450000009101,,DELHI,MSC3303,TG117,TG115
PAN500496,9170000009,MO,VOICE,9170000001,5570000001,AIRTEL,2026-10-11 20:08:00,30,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919810051914,356000000000999,404450000000509,,DELHI,MSC2202,TG107,TG110
PAN500373,9170000001,SMS-MO,SMS,9300000226,5500000226,AIRTEL,2026-10-11 20:08:18,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919810051914,356000000009101,404450000009101,,DELHI,MSC2202,TG119,TG104
PAN500374,9170000001,SMS-MO,SMS,9300000227,5500000227,VI,2026-10-11 20:08:36,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919820051914,356000000009101,404450000009101,,DELHI,MSC2202,TG110,TG106
PAN500375,9170000001,SMS-MO,SMS,9300000228,5500000228,BSNL,2026-10-11 20:08:54,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919440051914,356000000009101,404450000009101,,DELHI,MSC3303,TG118,TG116
PAN500483,9170000007,SMS-MO,SMS,9170000006,5570000006,AIRTEL,2026-10-11 20:09:00,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919810051914,356000000000999,404450000000502,,DELHI,MSC2202,TG120,TG116
PAN500376,9170000001,SMS-MO,SMS,9300000229,5500000229,BSNL,2026-10-11 20:09:12,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919440051914,356000000009101,404450000009101,,DELHI,MSC1101,TG107,TG120
PAN500488,9170000008,SMS-MO,SMS,9170000006,5570000006,AIRTEL,2026-10-11 20:12:00,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919810051914,356000000000999,404450000000503,,DELHI,MSC4404,TG116,TG115
PAN500440,9170000004,MO,VOICE,9300000287,5500000287,AIRTEL,2026-10-11 20:15:00,74,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919810051914,356000000000999,404450000000405,,HOME,MSC1101,TG118,TG107
PAN500377,9170000001,MO,VOICE,9170000006,5570000006,JIO,2026-10-11 20:20:00,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919890051914,356000000009101,404450000009101,,DELHI,MSC4404,TG105,TG109
PAN500497,9170000009,MO,VOICE,9170000006,5570000006,BSNL,2026-10-11 20:26:00,31,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919440051914,356000000000999,404450000000509,,DELHI,MSC2202,TG102,TG120
PAN500378,9170000001,MO,VOICE,9170000007,5570000007,VI,2026-10-11 20:31:00,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919820051914,356000000009101,404450000009101,,DELHI,MSC4404,TG108,TG106
PAN500379,9170000001,MO,VOICE,9170000008,5570000008,VI,2026-10-11 20:42:00,0,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919820051914,356000000009101,404450000009101,,MUMBAI,MSC4404,TG110,TG105
PAN500498,9170000009,MO,VOICE,9300000295,5500000295,VI,2026-10-11 20:44:00,32,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919820051914,356000000000999,404450000000509,,DELHI,MSC2202,TG108,TG115
PAN500380,9170000001,MO,VOICE,9170000006,5570000006,BSNL,2026-10-11 20:53:00,7,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919440051914,356000000009101,404450000009101,,MUMBAI,MSC3303,TG112,TG107
PAN500499,9170000009,MO,VOICE,9170000001,5570000001,JIO,2026-10-11 21:02:00,33,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919890051914,356000000000999,404450000000509,,DELHI,MSC2202,TG111,TG116
PAN500381,9170000001,MO,VOICE,9170000007,5570000007,JIO,2026-10-11 21:04:00,7,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919890051914,356000000009101,404450000009101,,DELHI,MSC2202,TG110,TG108
PAN500382,9170000001,MO,VOICE,9170000008,5570000008,AIRTEL,2026-10-11 21:15:00,7,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919810051914,356000000009101,404450000009101,,DELHI,MSC3303,TG108,TG109
PAN500500,9170000009,MO,VOICE,9170000006,5570000006,BSNL,2026-10-11 21:20:00,34,CGI90001,26.91570,75.79140,CGI90001,26.91570,75.79140,919440051914,356000000000999,404450000000509,,DELHI,MSC2202,TG108,TG106
PAN500383,9170000001,MT,VOICE,9300000230,5500000230,VI,2026-10-11 21:26:00,7,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919820051914,356000000009101,404450000009101,,DELHI,MSC4404,TG119,TG118
PAN500384,9170000001,MT,VOICE,9300000231,5500000231,AIRTEL,2026-10-11 21:37:00,180,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919810051914,356000000009101,404450000009101,,DELHI,MSC1101,TG116,TG106
PAN500385,9170000001,MT,VOICE,9300000232,5500000232,VI,2026-10-11 21:48:00,180,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919820051914,356000000009101,404450000009101,,DELHI,MSC3303,TG103,TG116
PAN500386,9170000001,MT,VOICE,9300000233,5500000233,BSNL,2026-10-11 21:59:00,180,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919440051914,356000000009101,404450000009101,,DELHI,MSC2202,TG110,TG120
PAN500387,9170000001,SMS-MO,SMS,9300000234,5500000234,AIRTEL,2026-10-11 22:20:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919810051914,356000000009101,404450000009101,,DELHI,MSC1101,TG109,TG115
PAN500388,9170000001,SMS-MO,SMS,9300000235,5500000235,AIRTEL,2026-10-11 22:32:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919810051914,356000000009101,404450000009101,,DELHI,MSC3303,TG114,TG102
PAN500389,9170000001,SMS-MO,SMS,9300000236,5500000236,BSNL,2026-10-11 22:44:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919440051914,356000000009101,404450000009101,,DELHI,MSC1101,TG101,TG115
PAN500390,9170000001,SMS-MO,SMS,9300000237,5500000237,VI,2026-10-11 22:56:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919820051914,356000000009101,404450000009101,,DELHI,MSC2202,TG106,TG114
PAN500206,9170000002,MO,VOICE,9170000007,5570000007,JIO,2026-10-12 00:15:00,265,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919890051914,356000000000102,404450000000102,,HOME,MSC1101,TG120,TG105
PAN500207,9170000002,MO,VOICE,9170000008,5570000008,AIRTEL,2026-10-12 00:33:00,266,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919810051914,356000000000102,404450000000102,,HOME,MSC2202,TG105,TG107
PAN500208,9170000002,MO,VOICE,9170000008,5570000008,BSNL,2026-10-12 00:51:00,267,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919440051914,356000000000102,404450000000102,,HOME,MSC4404,TG103,TG109
PAN500209,9170000002,MO,VOICE,9170000008,5570000008,JIO,2026-10-12 01:09:00,268,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919890051914,356000000000102,404450000000102,,HOME,MSC2202,TG117,TG113
PAN500210,9170000002,MO,VOICE,9170000008,5570000008,BSNL,2026-10-12 01:27:00,269,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919440051914,356000000000102,404450000000102,,HOME,MSC3303,TG116,TG106
PAN500211,9170000002,MO,VOICE,9170000008,5570000008,VI,2026-10-12 01:45:00,270,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919820051914,356000000000102,404450000000102,,HOME,MSC3303,TG101,TG113
PAN500212,9170000002,MO,VOICE,9170000008,5570000008,BSNL,2026-10-12 02:03:00,271,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919440051914,356000000000102,404450000000102,,HOME,MSC2202,TG115,TG117
PAN500213,9170000002,MO,VOICE,9170000009,5570000009,AIRTEL,2026-10-12 02:21:00,272,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG107,TG113
PAN500214,9170000002,MO,VOICE,9170000009,5570000009,VI,2026-10-12 02:39:00,273,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919820051914,356000000000102,404450000000102,,HOME,MSC1101,TG115,TG104
PAN500215,9170000002,MO,VOICE,9170000009,5570000009,VI,2026-10-12 02:57:00,274,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919820051914,356000000000102,404450000000102,,HOME,MSC1101,TG116,TG108
PAN500216,9170000002,MO,VOICE,9170000009,5570000009,VI,2026-10-12 03:15:00,275,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919820051914,356000000000102,404450000000102,,HOME,MSC2202,TG109,TG117
PAN500217,9170000002,MO,VOICE,9170000009,5570000009,BSNL,2026-10-12 03:33:00,276,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919440051914,356000000000102,404450000000102,,HOME,MSC1101,TG120,TG119
PAN500218,9170000002,MO,VOICE,9170000009,5570000009,AIRTEL,2026-10-12 03:51:00,277,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000102,404450000000102,,HOME,MSC1101,TG109,TG115
PAN500219,9170000002,MO,VOICE,9300000171,5500000171,AIRTEL,2026-10-12 04:09:00,278,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919810051914,356000000000102,404450000000102,,HOME,MSC3303,TG105,TG108
PAN500220,9170000002,MO,VOICE,9300000171,5500000171,BSNL,2026-10-12 04:27:00,279,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919440051914,356000000000102,404450000000102,,HOME,MSC3303,TG117,TG115
PAN500221,9170000002,MO,VOICE,9300000171,5500000171,AIRTEL,2026-10-12 04:45:00,280,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC2202,TG105,TG110
PAN500222,9170000002,MO,VOICE,9300000171,5500000171,BSNL,2026-10-12 05:03:00,281,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919440051914,356000000000102,404450000000102,,HOME,MSC3303,TG104,TG110
PAN500223,9170000002,MO,VOICE,9300000171,5500000171,JIO,2026-10-12 05:21:00,282,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919890051914,356000000000102,404450000000102,,HOME,MSC4404,TG119,TG101
PAN500224,9170000002,MO,VOICE,9300000171,5500000171,JIO,2026-10-12 05:39:00,283,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919890051914,356000000000102,404450000000102,,HOME,MSC3303,TG104,TG110
PAN500225,9170000002,MO,VOICE,9300000172,5500000172,BSNL,2026-10-12 05:57:00,284,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919440051914,356000000000102,404450000000102,,HOME,MSC4404,TG117,TG116
PAN500226,9170000002,MO,VOICE,9300000172,5500000172,JIO,2026-10-12 06:15:00,285,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919890051914,356000000000102,404450000000102,,HOME,MSC3303,TG113,TG110
PAN500227,9170000002,MO,VOICE,9300000172,5500000172,BSNL,2026-10-12 06:33:00,286,CGI80003,26.88450,75.81270,CGI80003,26.88450,75.81270,919440051914,356000000000102,404450000000102,,HOME,MSC2202,TG107,TG120
PAN500228,9170000002,MO,VOICE,9300000172,5500000172,JIO,2026-10-12 06:51:00,287,CGI80004,26.95670,75.74210,CGI80004,26.95670,75.74210,919890051914,356000000000102,404450000000102,,HOME,MSC4404,TG107,TG101
PAN500229,9170000002,MO,VOICE,9300000172,5500000172,AIRTEL,2026-10-12 07:09:00,288,CGI80001,26.91240,75.78730,CGI80001,26.91240,75.78730,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG112,TG111
PAN500230,9170000002,MO,VOICE,9300000172,5500000172,AIRTEL,2026-10-12 07:27:00,289,CGI80002,26.93510,75.80120,CGI80002,26.93510,75.80120,919810051914,356000000000102,404450000000102,,HOME,MSC4404,TG103,TG109
PAN500296,9170000003,SMS-MO,SMS,9300000186,5500000186,VI,2026-10-12 07:30:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919820051914,356000000000103,404450000000103,,HOME,MSC2202,TG111,TG106
PAN500297,9170000003,SMS-MO,SMS,9300000187,5500000187,BSNL,2026-10-12 07:55:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919440051914,356000000000103,404450000000103,,HOME,MSC2202,TG104,TG107
PAN500391,9170000001,MO,VOICE,9170000002,5570000002,VI,2026-10-12 08:00:00,150,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919820051914,356000000009101,404450000009101,,HOME,MSC3303,TG116,TG110
PAN500298,9170000003,SMS-MO,SMS,9300000188,5500000188,AIRTEL,2026-10-12 08:20:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919810051914,356000000000103,404450000000103,,HOME,MSC2202,TG103,TG115
PAN500299,9170000003,SMS-MO,SMS,9300000189,5500000189,VI,2026-10-12 08:45:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919820051914,356000000000103,404450000000103,,HOME,MSC2202,TG113,TG119
PAN500300,9170000003,SMS-MO,SMS,9300000190,5500000190,JIO,2026-10-12 09:10:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919890051914,356000000000103,404450000000103,,HOME,MSC4404,TG114,TG115
PAN500392,9170000001,SMS-MO,SMS,9170000003,5570000003,JIO,2026-10-12 09:10:00,0,CGI80008,26.83010,75.80650,CGI80008,26.83010,75.80650,919890051914,356000000009101,404450000009101,,HOME,MSC3303,TG118,TG101
PAN500301,9170000003,SMS-MO,SMS,9300000191,5500000191,JIO,2026-10-12 09:35:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919890051914,356000000000103,404450000000103,,HOME,MSC2202,TG106,TG115
PAN500302,9170000003,SMS-MO,SMS,9300000192,5500000192,JIO,2026-10-12 10:00:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919890051914,356000000000103,404450000000103,,HOME,MSC2202,TG102,TG111
PAN500479,9170000006,MO,VOICE,9170000008,5570000008,VI,2026-10-12 10:00:00,130,CGI80014,26.87020,75.69250,CGI80014,26.87020,75.69250,919820051914,356000000000999,404450000000501,,HOME,MSC1101,TG110,TG114
PAN500470,9170000005,MT,VOICE,9812222200,5512222200,VI,2026-10-12 10:16:00,99,CGI80013,26.94740,75.87310,CGI80013,26.94740,75.87310,919820051914,356000000000105,404450000000105,,HOME,MSC4404,TG118,TG111
PAN500393,9170000001,MO,VOICE,9300000240,5500000240,JIO,2026-10-12 10:20:00,150,CGI80009,26.92180,75.70630,CGI80009,26.92180,75.70630,919890051914,356000000009101,404450000009101,,HOME,MSC4404,TG109,TG104
PAN500484,9170000007,MO,VOICE,9170000008,5570000008,BSNL,2026-10-12 10:20:00,130,CGI80014,26.87020,75.69250,CGI80014,26.87020,75.69250,919440051914,356000000000999,404450000000502,,HOME,MSC3303,TG109,TG109
PAN500303,9170000003,SMS-MO,SMS,9170000002,5570000002,AIRTEL,2026-10-12 10:25:00,0,CGI80005,26.86120,75.75980,CGI80005,26.86120,75.75980,919810051914,356000000000103,404450000000103,,HOME,MSC2202,TG110,TG108
PAN500489,9170000008,MO,VOICE,9170000007,5570000007,AIRTEL,2026-10-12 10:40:00,130,CGI80014,26.87020,75.69250,CGI80014,26.87020,75.69250,919810051914,356000000000999,404450000000503,,HOME,MSC1101,TG107,TG116
PAN500304,9170000003,SMS-MO,SMS,9170000004,5570000004,AIRTEL,2026-10-12 10:50:00,0,CGI80006,26.90230,75.84310,CGI80006,26.90230,75.84310,919810051914,356000000000103,404450000000103,,HOME,MSC3303,TG107,TG105
PAN500305,9170000003,SMS-MO,SMS,9170000006,5570000006,AIRTEL,2026-10-12 11:15:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919810051914,356000000000103,404450000000103,,HOME,MSC4404,TG106,TG114
PAN500394,9170000001,SMS-MO,SMS,9170000002,5570000002,VI,2026-10-12 11:30:00,0,CGI80007,26.97820,75.83240,CGI80007,26.97820,75.83240,919820051914,356000000009101,404450000009101,,HOME,MSC3303,TG117,TG111
